title,author,author code,year,figures,description,genre,magazine
Klamanie tela :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Žene :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Mají dějiny smysl?,"Popper, Karl R.",jn19990006647,1985,,smysl (filozofie);dějiny;politická moc,eseje,Ječmínek [samizdat]
Několik stručných legend,"Tichák, Tomáš",jn19990209917,1985,,smrt;interpersonální vztahy;komety,črty,Ječmínek [samizdat]
Škeble zvaná Kazatel,"Dickerson, George",av2017940856,1985,,interpersonální vztahy;zoologické zahrady;láska,americké povídky,Ječmínek [samizdat]
Nora Beloff: Pochybné dědictví po Titovi :,pb,,1988,"Tito, Josip Broz",participativní management;reálný socialismus;mezinárodní vztahy;stalinismus,recenze,Střední Evropa [samizdat]
Návrat do nicoty - II :,"Heumos, Peter",jn19990003476,1988,"Hermann, Leo;Masaryk, Jan",holocaust (1939-1945);druhá světová válka (1939-1945);sionismus;dějiny Židů;emigrace;antisemitismus,deníky;úryvky,Střední Evropa [samizdat]
Polští židovští duchové :,"Wisse, Ruth R.",osd2012718475,1988,"Altbauer, Moshé;Singer, Isaac Bashevis",dějiny Židů;židovská kultura;holocaust (1939-1945);antisemitismus;sociální paměť,články,Střední Evropa [samizdat]
Snažte se porozumět...,"Steg, Adolphe",,1988,,holocaust (1939-1945);koncentrační tábory;genocida;sociální paměť,projevy,Střední Evropa [samizdat]
Skica k autoportrétu,"Belis-Legis, Salomon",av2017940903,1985,"Peretz, Isaac Leib",židovská literatura;dějiny Židů;jidiš,studie,Ječmínek [samizdat]
Má píseň :,"Cibulski, F.",,1985,,,polská poezie,Ječmínek [samizdat]
Podzimní lístky :,"Rosenfeld, Morris",pna2012688410,1985,,,polská poezie,Ječmínek [samizdat]
Snad ty :,"Zonšajn, J.",,1985,,,polská poezie,Ječmínek [samizdat]
Král a básník :,"Sfard, David",zmp2013775451,1985,,,polská poezie,Ječmínek [samizdat]
Sníh :,"Cibulski, F.",,1985,,,polská poezie,Ječmínek [samizdat]
Večer v Nazaretu :,"Zonšajn, J.",,1985,,,polská poezie,Ječmínek [samizdat]
Izraeli Šternovi :,"Zonšajn, J.",,1985,,,polská poezie,Ječmínek [samizdat]
Divadlo nad zlatou kropenkou :,"Foglová, Pavla",ola2003209125,1986,,,česká poezie,Ječmínek [samizdat]
Vlak :,"Foglová, Pavla",ola2003209125,1986,,,česká poezie,Ječmínek [samizdat]
Pochyby :,"Foglová, Pavla",ola2003209125,1986,,,česká poezie,Ječmínek [samizdat]
Ranní modlitba :,"Foglová, Pavla",ola2003209125,1986,,,česká poezie,Ječmínek [samizdat]
Rybí :,"Foglová, Pavla",ola2003209125,1986,,,česká poezie,Ječmínek [samizdat]
Básně,"Urban, Miroslav",jn20010602780,1986,,,česká poezie,Ječmínek [samizdat]
Prostá úvaha o vznešených pojmech,"Novotný, Jan",jk01090688,1986,,svoboda;pravda;pluralismus,úvahy,Ječmínek [samizdat]
[Je básník rybář],"Valušek, Rostislav",jn19990209958,1986,,,česká poezie,Ječmínek [samizdat]
[Marná u dna chvíle],"Valušek, Rostislav",jn19990209958,1986,,,česká poezie,Ječmínek [samizdat]
[Hlásili],"Valušek, Rostislav",jn19990209958,1986,,,česká poezie,Ječmínek [samizdat]
Kreimbaum,"Tichák, Tomáš",jn19990209917,1986,,indická náboženství;hudební nástroje;pokrytectví,české povídky,Ječmínek [samizdat]
Gregérie,"Tichák, Tomáš",jn19990209917,1986,,vesmír;život,aforismy,Ječmínek [samizdat]
Krásný ztracenec,"Cohen, Leonard",jn19990001439,1986,"Tekakwitha, Catharine",světice;sexualita;Indiáni Severní Ameriky,kanadské romány,Ječmínek [samizdat]
Aforismy,"Tichák, Tomáš",jn19990209917,1986,,filozofie;umění;literatura,aforismy,Ječmínek [samizdat]
Ruská minulost a sovětská přítomnost :,"Heller, Michel",jn19990002608,1988,"Solženicyn, Aleksandr Isajevič;Mikuláš;Romanovci (rod);Stolypin, Arkadij Aleksandrovič;Lenin, Vladimir Il‘jič",ruská revoluce (1905-1907 : Rusko);únorová revoluce (1917 : Rusko);říjnová revoluce (1917 : Rusko);absolutní monarchie;demokracie;bolševismus,eseje,Střední Evropa [samizdat]
Může být ďábel spasen?,"Kołakowski, Leszek",jn20000603472,1986,,křesťanství;socialismus;dobro a zlo,studie,Ječmínek [samizdat]
Některé stručné legendy,"Tichák, Tomáš",jn19990209917,1986,,interpersonální vztahy;hudba;trestné činy,črty,Ječmínek [samizdat]
Velmi krátké a trochu delší povídky,"Brandstaetter, Roman",jo20010086928,1986,,pravda;náboženství;příroda,polské povídky,Ječmínek [samizdat]
Ráno :,"Trebichavský, Ivan",,1986,,,slovenská poezie,Ječmínek [samizdat]
Večer :,"Trebichavský, Ivan",,1986,,,slovenská poezie,Ječmínek [samizdat]
Laureát v očích čtenářů :,"Miłosz, Czesław",jn19990005739,1986,"Jeffers, Robinson",Nobelova cena (ocenění);poezie;čtenáři,rozhovory,Ječmínek [samizdat]
Z deníku,-zed-,,1986,,děti;závist;smutek,črty,Ječmínek [samizdat]
Spor Achilla a želvy,"Novotný, Jan",jk01090688,1986,"Hofstadter, Douglas R.",repetice;logika;dialog,úvahy,Ječmínek [samizdat]
Chromatická fantasie,"Hofstadter, Douglas R.",mzk2004148497,1986,"Novotný, Jan",logika;spory;pravda,dialogy,Ječmínek [samizdat]
Propast,"Burian, Václav",jn20000400319,1986,,život;propasti;interpersonální vztahy,črty,Ječmínek [samizdat]
Dopis z Olomouce,"Havlíček Borovský, Karel",jk01040361,1986,,vlastenectví;slovanství;Češi a Němci,dopisy,Ječmínek [samizdat]
Otrok,"Singer, Isaac Bashevis",jn19990007991,1986,,učení judaismu;morálka;otroctví;láska,americké novely,Ječmínek [samizdat]
Stručná legenda ke stručným legendám,"Tichák, Tomáš",jn19990209917,1986,,literatura;metafora;tajemství,črty,Ječmínek [samizdat]
Bloudíc :,"Foglová, Pavla",ola2003209125,1986,,,česká poezie,Ječmínek [samizdat]
Zkoušel napsat báseň :,"Foglová, Pavla",ola2003209125,1986,,,česká poezie,Ječmínek [samizdat]
Kropicí vůz :,"Foglová, Pavla",ola2003209125,1986,,,česká poezie,Ječmínek [samizdat]
Polonahá :,"Foglová, Pavla",ola2003209125,1986,,,česká poezie,Ječmínek [samizdat]
Stručné legendy,"Tichák, Tomáš",jn19990209917,1986,,absurdita;interpersonální vztahy;dětské hry,črty,Ječmínek [samizdat]
(Variace) :,"Urban, Miroslav",jn20010602780,1986,,,česká poezie,Ječmínek [samizdat]
Poledne :,"Burian, Václav",jn20000400319,1986,,,česká poezie,Ječmínek [samizdat]
"[Je možno se ptát, kdy a kde se chce znovu setkat s pravdou věcí]","Černý, Václav",jk01021636,1987,,pravda;odvaha,úvahy,Ječmínek [samizdat]
[kam se den obrací když je sám],"Petruželka, Antonín",js20021104009,1987,,,česká poezie,Ječmínek [samizdat]
[do práce jsem svůj den uložil],"Petruželka, Antonín",js20021104009,1987,,,česká poezie,Ječmínek [samizdat]
[chladná noc leží nad městem],"Petruželka, Antonín",js20021104009,1987,,,česká poezie,Ječmínek [samizdat]
[den se k nám blíží mílovými],"Petruželka, Antonín",js20021104009,1987,,,česká poezie,Ječmínek [samizdat]
[do času můžeš ponořit],"Petruželka, Antonín",js20021104009,1987,,,česká poezie,Ječmínek [samizdat]
[den skončí v posteli tak jako začal],"Petruželka, Antonín",js20021104009,1987,,,česká poezie,Ječmínek [samizdat]
[ó pane smiluj se nad námi],"Petruželka, Antonín",js20021104009,1987,,,česká poezie,Ječmínek [samizdat]
[hodiny tikají čas ale stojí],"Petruželka, Antonín",js20021104009,1987,,,česká poezie,Ječmínek [samizdat]
[čím to je že se Maria],"Petruželka, Antonín",js20021104009,1987,,,česká poezie,Ječmínek [samizdat]
[hodiny tikají čas ale zůstal stát],"Petruželka, Antonín",js20021104009,1987,,,česká poezie,Ječmínek [samizdat]
Krajiny duše a za zrcadlem světa,"Novotný, Karel",,1988,"Jemelka, Jan;Reynek, Bohuslav;Halas, František",devastovaná krajina;grafici,eseje;medailony,Střední Evropa [samizdat]
Ve věku železa a ohně,"Šalda, F. X.",jk01122425,1987,"Lenin, Vladimir Il‘jič",fašismus;socialismus;španělská občanská válka (1936-1939),komentáře,Ječmínek [samizdat]
Zimní :,"Trebichavský, Ivan",,1987,,,slovenská poezie,Ječmínek [samizdat]
Před svítáním :,"Trebichavský, Ivan",,1987,,,slovenská poezie,Ječmínek [samizdat]
Podněty katolíků k řešení situace věřících občanů v ČSSR.,,,1988,,odluka církve od státu;reálný socialismus,prohlášení,Střední Evropa [samizdat]
Habsburský dům :,"Wandruszka, Adam",jn20011018013,1988,František Josef,panovnické dynastie;absolutní monarchie;konstituční monarchie,úryvky;monografie,Střední Evropa [samizdat]
Kýchavka královská :,"Tichák, Tomáš",jn19990209917,1987,,pravda;podobenství;panovníci,dramata,Ječmínek [samizdat]
Úvodní slovo.,,,1988,,samizdatové časopisy;konzervatismus,úvodníky,Střední Evropa [samizdat]
Poznámky k dějinám střední Evropy.,"Kučera, Rudolf",jn20000710384,1988,"Riemeck, Renate;Masaryk, Tomáš Garrigue",monarchie;národní stát;národnostní konflikty;národní programy a projekty;rakousko-uherské vyrovnání (1867),eseje,Střední Evropa [samizdat]
Krajina přespolního běžce :,"Novotný, Jan",jk01090688,1987,"Šafařík, Josef",krajina;krása;metafora,úvahy,Ječmínek [samizdat]
Nekonečná kruciáta :,"Wojaczek, Rafał",js2005269343,1987,"Karpowicz, Tymoteusz",,polská poezie,Ječmínek [samizdat]
Dostojevskij a Sartre,"Miłosz, Czesław",jn19990005739,1987,"Sartre, Jean-Paul;Dostojevskij, Fedor Michajlovič;Freud, Sigmund",revoluce;podvědomí;interpretace a přijetí literárního díla,úvahy,Ječmínek [samizdat]
Stručné legendy,"Foglová, Pavla",ola2003209125,1987,,dospívání;život;interpersonální vztahy,črty,Ječmínek [samizdat]
V hudbě život Čechů,L.,,1987,"Švejda, Jiří;Krůta, Jan",hudba a literatura;cenzura;autenticita (umění),komentáře,Ječmínek [samizdat]
Uničov :,"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
Šternberk :,"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
Litovel :,"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
Jedenáct :,"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
[Fijalenku],"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
[Neznámý vítr],"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
[Táboři šli českou krajinou],"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
[S prodavačem mrkve dnes není řeč],"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
[Saně letí tmou],"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
[Na ulici potkáš],"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
[Tajná dvířka],"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
[Z vlastní zkušenosti vím],"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
[Volá Londýn],"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
[Sliny jako liany],"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
25. VIII. 1985 :,"Olič, Jiří",jn19990218077,1987,,,česká poezie,Ječmínek [samizdat]
Model,"Malamud, Bernard",jn19990005331,1987,,stáří;malířství;osamělost,americké povídky,Ječmínek [samizdat]
14. září zemřel TGM.,,,1987,"Chramostová, Vlasta;Hejdánek, Ladislav;Masaryk, Tomáš Garrigue",prezident republiky;výročí;fotogalerie,fotoreportáže,Ječmínek [samizdat]
Dopis o reducibilitě,"Novotný, Jan",jk01090688,1987,,umělá inteligence;počítače a společnost;ontologie (filozofie),úvahy,Ječmínek [samizdat]
Verše,"Trebichavský, Ivan",,1987,,,slovenská poezie,Ječmínek [samizdat]
Cigánský nový rok,"Trebichavský, Ivan",,1987,,,slovenská poezie,Ječmínek [samizdat]
Utekla ke skalám,"Foglová, Pavla",ola2003209125,1987,,ovce;duchové;osamělost,črty,Ječmínek [samizdat]
Jen jednou v životě,"Foglová, Pavla",ola2003209125,1987,,příroda;nekonečno;smutek,črty,Ječmínek [samizdat]
Těžké rozhodování viselo ve vzduchu,"Foglová, Pavla",ola2003209125,1987,,noční doba;rozhodování;únava,črty,Ječmínek [samizdat]
Chlad podzimní louky,"Foglová, Pavla",ola2003209125,1987,,podzim,črty,Ječmínek [samizdat]
Svědectví poezie :,"Miłosz, Czesław",jn19990005739,1987,"Mickiewicz, Adam",poezie;kultura;umění a ideologie;socialismus,přednášky,Ječmínek [samizdat]
Krmení sousedovic kočky :,"Dickson, John",,1987,,,anglicky psaná poezie,Ječmínek [samizdat]
Na útěku :,"Dickson, John",,1987,,,anglicky psaná poezie,Ječmínek [samizdat]
Tak ahoj :,"Wiljer, Robert",,1987,,,anglicky psaná poezie,Ječmínek [samizdat]
Nová prodejna Tuzexu v Olomouci,"Burian, Václav",jn20000400319,1981,,tuzexové poukázky;socialistické hospodářství;ideologie,komentáře,Ječmínek [samizdat]
Výzva k založení Společnosti pro umělecké potření Jiřího Maláska,-lop-,,1981,"Malásek, Jiří",hudební kritika;klavíristé;undergroundová kultura,články,Ječmínek [samizdat]
České bloudění.,"Groulík, Karel",xx0006418,1988,"Masaryk, Tomáš Garrigue;Beneš, Edvard",národní programy a projekty;konzervatismus,eseje,Střední Evropa [samizdat]
Lidé - roky - osudy :,"Mikloško, František",jn19990210429,1988,"Kalný, Igor;Kolakovič-Poglajen, Tomislav",katolické misie;totalitarismus;druhá světová válka (1939-1945);fašismus;stalinismus,biografie;eseje,Střední Evropa [samizdat]
[Citáty],"Tichák, Tomáš",jn19990209917,1982,,války;myšlení;politika,aforismy,Ječmínek [samizdat]
Titovy koncentráky :,"Djordjević, Nikolaj",,1988,"Tito, Josip Broz",koncentrační tábory;totalitarismus;politické trestné činy;politická perzekuce,vzpomínky,Střední Evropa [samizdat]
Sláva divadla,"Webrová, Helena",jx20050627044,1986,,divadlo;dějiny divadla;společnost,eseje,O divadle [samizdat]
Herec a postava,"Kraus, Karel",jk01063073,1986,"Diderot, Denis;Rousset, Jean",herectví;dramatické postavy;autenticita (umění),eseje,O divadle [samizdat]
O přítomnosti a absenci herecké výpovědi,"Königsmark, Václav",jk01061541,1986,"Macháček, Miroslav;Grossman, Jan",herectví;divadelní režiséři;divadelní inscenace,eseje,O divadle [samizdat]
"Jeden národ, jedna říše, jeden Vůdce","Mann, Golo",jn19990005361,1988,"Karel;Hitler, Adolf;Masaryk, Tomáš Garrigue;Beneš, Edvard;Dollfuss, Engelbert;Schuschnigg, Kurt von",nacismus;nacionalismus;monarchie;první světová válka (1914-1918);druhá světová válka (1939-1945),eseje,Střední Evropa [samizdat]
Herec se vytrácí,"Roubínek, Otakar",jn20000402138,1986,,herci;divadlo;politika;televize,eseje,O divadle [samizdat]
S mladým hercem o divadle :,,,1986,,politika;herci;divadelní režiséři,rozhovory,O divadle [samizdat]
Vystrašená činohra,"Černý, Jindřich",jk01021565,1986,"Macháček, Miroslav;Fixa, Jaroslav;Švorc, Václav;Kačer, Jan",politika;divadlo;divadlo a společnost;divadelní život,komentáře,O divadle [samizdat]
Porucha není teprv na jevišti,"Urbánek, Zdeněk",jk01140872,1986,"Bejblík, Alois;Kačer, Jan;Schorm, Evald;Pistorius, Luboš;Shakespeare, William",herci;překladatelé;divadelní inscenace,kritiky,O divadle [samizdat]
"Dutí lidé, vycpaní lidé","Uhde, Milan",jk01140606,1986,"Ibsen, Henrik;Eliot, T. S.;Hajda, Alois;Miller, Arthur",divadelní inscenace;norské drama;psychologické hry,kritiky,O divadle [samizdat]
T. G. Masaryk. Muž proti proudu,"Štern, Jan",jk01131378,1987,"Masaryk, Tomáš Garrigue;Hilsner, Leopold;Herben, Jan",demokracie,úvahy,Protější chodník [samizdat]
Proslov nad hrobem T. G. Masaryka k 50. výročí úmrtí,"Hejdánek, Ladislav",jk01040550,1987,,výročí,projevy,Protější chodník [samizdat]
Revizor z Ústí,"Machonin, Sergej",jk01073028,1986,"Rajmont, Ivan;Gogol‘, Nikolaj Vasil‘jevič",divadelní inscenace;ruské drama;divadelní avantgarda,recenze,O divadle [samizdat]
Ladislav Hejdánek... Z Dopisů příteli,"Hejdánek, Ladislav",jk01040550,1987,"Masaryk, Tomáš Garrigue;Palacký, František",filozofie;česká otázka,eseje,Protější chodník [samizdat]
Divadlo poetické - divadlo politické :,"Pavlíček, František",jk01092088,1986,"Nejedlý, Zdeněk;Calderón de la Barca, Pedro;Pistorius, Luboš",španělské drama;divadelní inscenace;kultura a politika,úvahy,O divadle [samizdat]
Kultura po dvaceti letech,"Liehm, A. J.",jk01072094,1987,,,glosy,Protější chodník [samizdat]
Ty jsi národní umělec...?,"Vaculík, Ludvík",jk01141068,1987,,,komentáře,Protější chodník [samizdat]
O snášenlivosti :,"Klíma, Ivan",jk01060513,1987,"Pospíchal, Petr;Miłosz, Czesław",,zprávy,Protější chodník [samizdat]
Klytaimnéstra,"Freimanová, Anna",kup19970000028989,1986,"Preissová, Jana;Kačer, Jan;Euripidés",divadelní inscenace;řecké drama;herečky,kritiky,O divadle [samizdat]
Daleko od divadla,"Havel, Václav",jk01040240,1986,,dramatici;cenzura;divadelní inscenace,úvahy,O divadle [samizdat]
... a v jeho spárech,"Havel, Václav",jk01040240,1986,,české drama;političtí vězni;pokušení,rozhovory,O divadle [samizdat]
Agent 007 v Československu,"Kyncl, Karel",jk01071257,1987,"Bond, James",film,recenze,Protější chodník [samizdat]
Historická chvíle,"Vaculík, Ludvík",jk01141068,1987,"Hus, Jan",,fejetony,Protější chodník [samizdat]
Václav Černý zemřel.,,,1987,"Černý, Václav",úmrtí,nekrology,Protější chodník [samizdat]
Sověti proti spolupráci s Poláky,"Feierabend, Ladislav Karel",jk01030819,1987,"Beneš, Edvard;Sikorski, Władysław",diplomatické vztahy;napadení Polska (1939);politika;československo-polské vztahy,české prózy,Protější chodník [samizdat]
Přátelé píší autorovi.,,,1986,"Havel, Václav",české drama;pokušení;kultura a ideologie,úvahy,O divadle [samizdat]
[Básně],"Ratoń, Kazimierz",js2015862306,1987,,překlady;překlady z polštiny,polská poezie,Protější chodník [samizdat]
Sdělení VONS č. 685 :,,,1987,"David, Michal",hudba,zprávy,Protější chodník [samizdat]
Řeč o Nové scéně,AB,,1986,"Prager, Karel",architektura;divadlo a společnost;pokusy,dialogy,O divadle [samizdat]
Raději mám svůj zpěv :,"Pavlíček, František",jk01092088,1986,"Seifert, Jaroslav;Hrubín, František;Rostand, Edmond",překlady;básníci;francouzské drama,fejetony,O divadle [samizdat]
[K ohlasům na rozhovor s Milanem Hlavsou...].,,,1987,"Jirous, Ivan Martin;Hlavsa, Milan",,zprávy,Protější chodník [samizdat]
Radok dnes,"Havel, Václav",jk01040240,1986,"Radok, Alfréd;Forman, Miloš",režiséři;divadelní inscenace;výročí,úvahy,O divadle [samizdat]
Zápas o Kladsko,"Černý, Václav",jk01021636,1988,"Šalda, F. X.;Kubín, Josef Štefan",,vzpomínky,Protější chodník [samizdat]
